date,company,offer,channel,segment,price,base_price,discount_rate,marketing_spend,competitor_price_index,holiday_flag,units_sold,unit_cost,fixed_cost,is_synthetic
2025-03-17,義大開發,兩天一夜度假,event,新客,6341.87,7904.0,0.198,78814.85,0.883,0,230,4524.24,197600.0,True
2025-03-24,義大開發,三天兩夜深度假期,member,新客,7319.13,9120.0,0.197,90714.47,0.963,0,287,5331.78,228000.0,True
2025-03-31,義大開發,樂園一日票,online,熟客,5472.0,5472.0,0.0,18992.79,0.913,0,102,3116.85,136800.0,True
2025-04-07,義大開發,購物樂園套票,store,熟客,5721.3,6688.0,0.145,55691.83,0.858,0,191,3881.72,167200.0,True
2025-04-14,義大開發,兩天一夜度假,event,熟客,7135.44,7904.0,0.097,84513.94,0.942,0,224,4492.03,197600.0,True
2025-04-21,義大開發,三天兩夜深度假期,member,熟客,8557.03,9120.0,0.062,102829.67,0.929,0,253,5336.04,228000.0,True
2025-04-28,義大開發,樂園一日票,online,親子,4904.1,5472.0,0.104,49245.62,0.971,0,159,3087.83,136800.0,True
2025-05-05,義大開發,購物樂園套票,store,親子,5758.54,6688.0,0.139,79798.27,0.983,0,243,3779.48,167200.0,True
2025-05-12,義大開發,兩天一夜度假,event,親子,7558.41,7904.0,0.044,93029.9,0.895,0,227,4405.87,197600.0,True
2025-05-19,義大開發,三天兩夜深度假期,member,親子,7361.2,9120.0,0.193,122934.69,0.946,0,341,4992.29,228000.0,True
2025-05-26,義大開發,樂園一日票,online,年輕族群,4364.42,5472.0,0.202,49221.79,0.87,0,198,3074.76,136800.0,True
2025-06-02,義大開發,購物樂園套票,store,年輕族群,6688.0,6688.0,0.0,68569.67,0.97,0,175,3785.12,167200.0,True
2025-06-09,義大開發,兩天一夜度假,event,年輕族群,7891.75,7904.0,0.002,65789.77,1.01,0,166,4360.2,197600.0,True
2025-06-16,義大開發,三天兩夜深度假期,member,年輕族群,7697.12,9120.0,0.156,109688.65,0.883,0,286,5099.41,228000.0,True
2025-06-23,義大開發,樂園一日票,online,新客,4427.45,5472.0,0.191,64902.79,0.841,0,218,3157.53,136800.0,True
2025-06-30,義大開發,購物樂園套票,store,新客,5215.88,6688.0,0.22,67209.56,0.975,0,244,3725.82,167200.0,True
2025-07-07,義大開發,兩天一夜度假,event,新客,7867.63,7904.0,0.005,85949.91,1.023,1,205,4550.1,197600.0,True
2025-07-14,義大開發,三天兩夜深度假期,member,新客,7193.15,9120.0,0.211,107295.93,0.908,1,337,5072.69,228000.0,True
2025-07-21,義大開發,樂園一日票,online,熟客,5181.99,5472.0,0.053,50726.34,0.933,1,161,3113.31,136800.0,True
2025-07-28,義大開發,購物樂園套票,store,熟客,6350.25,6688.0,0.051,57322.65,0.75,1,153,3824.47,167200.0,True
2025-08-04,義大開發,兩天一夜度假,event,熟客,6732.53,7904.0,0.148,96113.25,0.907,1,282,4603.65,197600.0,True
2025-08-11,義大開發,三天兩夜深度假期,member,熟客,9120.0,9120.0,0.0,117345.82,0.867,1,240,4936.79,228000.0,True
2025-08-18,義大開發,樂園一日票,online,親子,4444.6,5472.0,0.188,35319.61,0.888,1,154,3039.22,136800.0,True
2025-08-25,義大開發,購物樂園套票,store,親子,5629.98,6688.0,0.158,64297.59,1.107,1,220,3743.55,167200.0,True
2025-09-01,義大開發,兩天一夜度假,event,親子,6248.58,7904.0,0.209,77069.55,1.128,0,252,4356.67,197600.0,True
2025-09-08,義大開發,三天兩夜深度假期,member,親子,7828.0,9120.0,0.142,108551.5,1.004,0,283,4862.59,228000.0,True
2025-09-15,義大開發,樂園一日票,online,年輕族群,4615.26,5472.0,0.157,31996.0,0.976,0,155,2981.04,136800.0,True
2025-09-22,義大開發,購物樂園套票,store,年輕族群,6683.19,6688.0,0.001,63389.22,0.904,0,158,3772.43,167200.0,True
2025-09-29,義大開發,兩天一夜度假,event,年輕族群,6452.03,7904.0,0.184,88711.03,1.074,0,260,4340.35,197600.0,True
2025-10-06,義大開發,三天兩夜深度假期,member,年輕族群,7436.93,9120.0,0.185,118826.63,0.985,0,337,5189.26,228000.0,True
