date,company,offer,search_index,social_mentions,website_visits,promo_spend,price_index,competitor_index,holiday_flag,demand_units,is_synthetic
2025-04-01,盛香珍X亙美質珍,分享派對包,70.5,110.0,4345.0,16535.0,1.053,40.8,0,1001,True
2025-05-01,盛香珍X亙美質珍,分享派對包,72.2,102.0,4478.0,18606.0,1.043,39.8,0,996,True
2025-06-01,盛香珍X亙美質珍,分享派對包,68.0,96.0,4495.0,17730.0,1.059,47.4,0,1013,True
2025-07-01,盛香珍X亙美質珍,分享派對包,79.0,90.0,4601.0,26530.0,1.038,38.3,1,1228,True
2025-08-01,盛香珍X亙美質珍,分享派對包,70.5,,4560.0,23581.0,1.069,42.3,1,1201,True
2025-09-01,盛香珍X亙美質珍,分享派對包,59.6,55.0,4156.0,17234.0,1.119,45.1,0,1030,True
2025-10-01,盛香珍X亙美質珍,分享派對包,59.1,71.0,4038.0,19672.0,1.125,40.5,0,830,True
2025-11-01,盛香珍X亙美質珍,分享派對包,59.4,83.0,4276.0,18418.0,1.078,58.5,0,938,True
2025-12-01,盛香珍X亙美質珍,分享派對包,80.3,99.0,4438.0,24776.0,1.172,36.8,1,1158,True
2024-01-01,盛香珍X亙美質珍,跨界聯名禮盒,63.5,108.0,4506.0,28563.0,1.15,47.5,1,1211,True
2024-02-01,盛香珍X亙美質珍,跨界聯名禮盒,75.3,145.0,4762.0,22733.0,1.127,58.9,1,1206,True
2024-03-01,盛香珍X亙美質珍,跨界聯名禮盒,59.0,132.0,4247.0,24108.0,1.171,66.4,0,1142,True
2024-04-01,盛香珍X亙美質珍,跨界聯名禮盒,62.1,130.0,4309.0,17423.0,1.096,61.9,0,1050,True
2024-05-01,盛香珍X亙美質珍,跨界聯名禮盒,65.4,122.0,4366.0,14831.0,1.149,49.1,0,1013,True
2024-06-01,盛香珍X亙美質珍,跨界聯名禮盒,62.4,99.0,4432.0,16070.0,1.135,40.3,0,950,True
2024-07-01,盛香珍X亙美質珍,跨界聯名禮盒,82.1,124.0,4592.0,20746.0,1.161,50.5,1,1084,True
2024-08-01,盛香珍X亙美質珍,跨界聯名禮盒,63.3,104.0,4376.0,27535.0,1.131,43.5,1,1258,True
2024-09-01,盛香珍X亙美質珍,跨界聯名禮盒,52.8,88.0,4300.0,19051.0,1.181,44.0,0,1046,True
2024-10-01,盛香珍X亙美質珍,跨界聯名禮盒,53.2,61.0,4109.0,20243.0,1.175,48.2,0,1108,True
2024-11-01,盛香珍X亙美質珍,跨界聯名禮盒,55.7,63.0,4168.0,15618.0,1.08,20.1,0,949,True
2024-12-01,盛香珍X亙美質珍,跨界聯名禮盒,68.0,111.0,4474.0,24109.0,1.092,47.1,1,1123,True
2025-01-01,盛香珍X亙美質珍,跨界聯名禮盒,85.5,132.0,4644.0,21842.0,1.112,37.8,1,1251,True
2025-02-01,盛香珍X亙美質珍,跨界聯名禮盒,81.1,133.0,4656.0,26276.0,1.068,58.8,1,1384,True
2025-03-01,盛香珍X亙美質珍,跨界聯名禮盒,73.2,113.0,4594.0,20629.0,1.071,49.8,0,1080,True
2025-04-01,盛香珍X亙美質珍,跨界聯名禮盒,71.6,94.0,4536.0,15036.0,1.074,51.9,0,1019,True
2025-05-01,盛香珍X亙美質珍,跨界聯名禮盒,81.9,108.0,4737.0,18195.0,1.144,45.2,0,1013,True
2025-06-01,盛香珍X亙美質珍,跨界聯名禮盒,71.9,118.0,4409.0,17674.0,1.105,59.6,0,1184,True
2025-07-01,盛香珍X亙美質珍,跨界聯名禮盒,82.2,106.0,,23690.0,1.104,45.1,1,1174,True
2025-08-01,盛香珍X亙美質珍,跨界聯名禮盒,81.6,121.0,4666.0,22413.0,1.084,44.2,1,1241,True
2025-09-01,盛香珍X亙美質珍,跨界聯名禮盒,69.2,101.0,4296.0,13641.0,1.043,61.0,0,1101,True
2025-10-01,盛香珍X亙美質珍,跨界聯名禮盒,73.3,69.0,4367.0,20038.0,1.084,51.7,0,1098,True
2025-11-01,盛香珍X亙美質珍,跨界聯名禮盒,76.0,81.0,4248.0,16629.0,1.016,58.8,0,1073,True
2025-12-01,盛香珍X亙美質珍,跨界聯名禮盒,91.7,92.0,4744.0,21990.0,1.047,57.5,1,1195,True
2024-01-01,寶島眼鏡,日常鏡框,43.5,74.0,2098.0,8561.0,0.895,57.9,1,377,True
2024-02-01,寶島眼鏡,日常鏡框,52.2,108.0,2121.0,9546.0,1.019,42.5,1,447,True
2024-03-01,寶島眼鏡,日常鏡框,47.7,70.0,2049.0,6822.0,0.993,29.3,0,374,True
2024-04-01,寶島眼鏡,日常鏡框,46.7,67.0,2069.0,7585.0,0.976,53.1,0,332,True
2024-05-01,寶島眼鏡,日常鏡框,50.6,65.0,2183.0,7949.0,1.067,64.6,0,339,True
2024-06-01,寶島眼鏡,日常鏡框,49.3,43.0,2054.0,6338.0,0.93,28.6,0,391,True
2024-07-01,寶島眼鏡,日常鏡框,56.3,102.0,2292.0,9066.0,0.979,41.8,1,434,True
2024-08-01,寶島眼鏡,日常鏡框,47.6,84.0,1879.0,7913.0,1.018,77.1,1,363,True
2024-09-01,寶島眼鏡,日常鏡框,46.8,45.0,1857.0,6910.0,1.008,38.0,0,330,True
2024-10-01,寶島眼鏡,日常鏡框,40.0,40.0,1789.0,7583.0,0.986,38.3,0,366,True
2024-11-01,寶島眼鏡,日常鏡框,34.4,32.0,1747.0,7379.0,1.023,51.0,0,396,True
2024-12-01,寶島眼鏡,日常鏡框,46.8,85.0,2026.0,8518.0,1.027,64.8,1,361,True
2025-01-01,寶島眼鏡,日常鏡框,61.4,67.0,2379.0,9922.0,1.027,60.0,1,419,True
2025-02-01,寶島眼鏡,日常鏡框,68.6,88.0,2356.0,8836.0,1.031,62.5,1,391,True
2025-03-01,寶島眼鏡,日常鏡框,57.1,87.0,2360.0,5145.0,0.958,31.6,0,356,True
2025-04-01,寶島眼鏡,日常鏡框,61.8,78.0,2526.0,5952.0,0.988,51.3,0,343,True
2025-05-01,寶島眼鏡,日常鏡框,61.7,78.0,2503.0,6513.0,1.023,42.9,0,375,True
2025-06-01,寶島眼鏡,日常鏡框,52.3,68.0,2124.0,5337.0,0.952,33.7,0,384,True
2025-07-01,寶島眼鏡,日常鏡框,53.1,91.0,2476.0,9144.0,1.051,56.7,1,421,True
2025-08-01,寶島眼鏡,日常鏡框,60.7,90.0,2366.0,10973.0,0.963,62.3,1,406,True
2025-09-01,寶島眼鏡,日常鏡框,50.9,48.0,1976.0,6045.0,0.928,48.3,0,366,True
2025-10-01,寶島眼鏡,日常鏡框,38.0,45.0,1906.0,5913.0,1.002,49.0,0,383,True
2025-11-01,寶島眼鏡,日常鏡框,42.2,17.0,1847.0,7314.0,1.004,78.0,0,331,True
2025-12-01,寶島眼鏡,日常鏡框,63.9,80.0,2363.0,8908.0,1.071,66.1,1,386,True
2024-01-01,寶島眼鏡,機能鏡片,63.8,79.0,2509.0,8590.0,1.0,64.8,1,447,True
2024-02-01,寶島眼鏡,機能鏡片,68.8,118.0,2802.0,9165.0,0.987,48.0,1,398,True
2024-03-01,寶島眼鏡,機能鏡片,59.6,92.0,2437.0,6373.0,1.02,29.3,0,343,True
2024-04-01,寶島眼鏡,機能鏡片,54.8,110.0,2122.0,7155.0,1.041,45.8,0,352,True
2024-05-01,寶島眼鏡,機能鏡片,57.5,86.0,2294.0,7913.0,1.022,49.0,0,385,True
2024-06-01,寶島眼鏡,機能鏡片,52.5,74.0,2217.0,6019.0,1.019,66.3,0,356,True
2024-07-01,寶島眼鏡,機能鏡片,65.1,100.0,2193.0,8632.0,1.011,45.7,1,431,True
2024-08-01,寶島眼鏡,機能鏡片,59.9,112.0,2320.0,8463.0,1.056,56.3,1,431,True
2024-09-01,寶島眼鏡,機能鏡片,36.4,60.0,1934.0,5432.0,1.095,34.7,0,353,True
2024-10-01,寶島眼鏡,機能鏡片,45.3,54.0,2075.0,7280.0,1.013,37.5,0,394,True
2024-11-01,寶島眼鏡,機能鏡片,43.4,36.0,2038.0,6070.0,0.95,53.0,0,356,True
2024-12-01,寶島眼鏡,機能鏡片,59.4,89.0,2289.0,9587.0,0.946,28.4,1,449,True
2025-01-01,寶島眼鏡,機能鏡片,62.6,103.0,2398.0,9052.0,1.089,24.9,1,460,True
2025-02-01,寶島眼鏡,機能鏡片,63.0,133.0,2501.0,10623.0,1.017,41.5,1,462,True
2025-03-01,寶島眼鏡,機能鏡片,58.8,106.0,2184.0,6129.0,1.011,51.7,0,351,True
2025-04-01,寶島眼鏡,機能鏡片,67.4,110.0,2360.0,7097.0,1.057,53.7,0,376,True
2025-05-01,寶島眼鏡,機能鏡片,58.4,102.0,2423.0,7288.0,1.004,47.4,0,424,True
2025-06-01,寶島眼鏡,機能鏡片,53.9,72.0,2266.0,6178.0,1.037,68.2,0,396,True
2025-07-01,寶島眼鏡,機能鏡片,74.9,96.0,2492.0,8578.0,0.942,47.4,1,462,True
2025-08-01,寶島眼鏡,機能鏡片,63.3,88.0,2288.0,9440.0,1.115,15.5,1,446,True
2025-09-01,寶島眼鏡,機能鏡片,58.3,43.0,2244.0,7287.0,1.078,45.9,0,377,True
2025-10-01,寶島眼鏡,機能鏡片,56.4,58.0,2233.0,7194.0,1.09,17.5,0,388,True
2025-11-01,寶島眼鏡,機能鏡片,61.7,54.0,2181.0,7106.0,1.045,62.8,0,396,True
2025-12-01,寶島眼鏡,機能鏡片,63.0,98.0,2266.0,7744.0,1.005,49.6,1,442,True
2024-01-01,寶島眼鏡,親子視覺健康,66.7,,2457.0,8577.0,1.051,56.4,1,446,True
2024-02-01,寶島眼鏡,親子視覺健康,64.2,127.0,2413.0,9281.0,1.097,54.9,1,463,True
2024-03-01,寶島眼鏡,親子視覺健康,61.6,104.0,2333.0,6777.0,1.034,74.1,0,418,True
2024-04-01,寶島眼鏡,親子視覺健康,63.2,104.0,2656.0,6684.0,1.105,49.7,0,468,True
2024-05-01,寶島眼鏡,親子視覺健康,66.8,100.0,2615.0,5555.0,1.071,50.3,0,448,True
2024-06-01,寶島眼鏡,親子視覺健康,72.4,101.0,2565.0,7670.0,1.024,51.7,0,400,True
2024-07-01,寶島眼鏡,親子視覺健康,55.8,120.0,2420.0,8765.0,1.079,53.4,1,450,True
2024-08-01,寶島眼鏡,親子視覺健康,60.7,71.0,1872.0,8873.0,1.046,53.2,1,379,True
2024-09-01,寶島眼鏡,親子視覺健康,53.3,63.0,2128.0,6420.0,1.086,62.8,0,417,True
2024-10-01,寶島眼鏡,親子視覺健康,50.2,38.0,2344.0,5368.0,1.069,65.8,0,441,True
2024-11-01,寶島眼鏡,親子視覺健康,60.8,76.0,2054.0,5870.0,1.019,66.0,0,368,True
2024-12-01,寶島眼鏡,親子視覺健康,62.4,112.0,2398.0,8695.0,1.015,29.2,1,452,True
2025-01-01,寶島眼鏡,親子視覺健康,67.3,110.0,2695.0,10599.0,1.083,58.2,1,472,True
2025-02-01,寶島眼鏡,親子視覺健康,74.0,125.0,2710.0,9321.0,1.115,51.4,1,434,True
2025-03-01,寶島眼鏡,親子視覺健康,78.6,105.0,2703.0,7444.0,0.978,47.9,0,408,True
2025-04-01,寶島眼鏡,親子視覺健康,72.7,86.0,2662.0,5564.0,1.031,37.9,0,442,True
2025-05-01,寶島眼鏡,親子視覺健康,63.1,101.0,2584.0,7909.0,1.062,27.4,0,378,True
2025-06-01,寶島眼鏡,親子視覺健康,65.5,72.0,2495.0,6303.0,1.07,38.9,0,398,True
2025-07-01,寶島眼鏡,親子視覺健康,77.5,102.0,2575.0,8548.0,1.083,45.6,1,477,True
2025-08-01,寶島眼鏡,親子視覺健康,67.4,92.0,2547.0,8990.0,1.067,45.2,1,426,True
2025-09-01,寶島眼鏡,親子視覺健康,65.3,63.0,2380.0,6168.0,1.044,50.4,0,387,True
2025-10-01,寶島眼鏡,親子視覺健康,59.6,67.0,2356.0,6232.0,0.991,54.0,0,409,True
2025-11-01,寶島眼鏡,親子視覺健康,63.1,65.0,2052.0,7845.0,1.039,47.8,0,431,True
2025-12-01,寶島眼鏡,親子視覺健康,78.5,91.0,2613.0,9317.0,1.063,36.6,1,431,True
2024-01-01,寶島眼鏡,智慧門市會員方案,61.3,142.0,2496.0,8273.0,1.087,48.5,1,478,True
2024-02-01,寶島眼鏡,智慧門市會員方案,78.7,153.0,2795.0,8870.0,1.136,53.2,1,475,True
2024-03-01,寶島眼鏡,智慧門市會員方案,71.5,142.0,2399.0,7558.0,1.191,50.1,0,421,True
2024-04-01,寶島眼鏡,智慧門市會員方案,67.3,106.0,2618.0,8269.0,1.093,51.0,0,440,True
2024-05-01,寶島眼鏡,智慧門市會員方案,64.0,123.0,2590.0,6327.0,1.058,49.9,0,445,True
2024-06-01,寶島眼鏡,智慧門市會員方案,64.1,121.0,2402.0,7360.0,1.039,61.9,0,427,True
2024-07-01,寶島眼鏡,智慧門市會員方案,77.8,136.0,2739.0,8182.0,1.152,44.3,1,467,True
2024-08-01,寶島眼鏡,智慧門市會員方案,71.5,125.0,2540.0,7831.0,1.076,43.9,1,496,True
2024-09-01,寶島眼鏡,智慧門市會員方案,56.2,93.0,2170.0,8497.0,1.081,56.0,0,413,True
2024-10-01,寶島眼鏡,智慧門市會員方案,45.7,59.0,2146.0,7866.0,1.16,38.6,0,437,True
2024-11-01,寶島眼鏡,智慧門市會員方案,60.5,54.0,2205.0,7145.0,1.021,42.6,0,434,True
2024-12-01,寶島眼鏡,智慧門市會員方案,66.9,113.0,2378.0,9757.0,1.095,54.5,1,445,True
2025-01-01,寶島眼鏡,智慧門市會員方案,79.2,162.0,2881.0,8440.0,1.082,30.2,1,463,True
2025-02-01,寶島眼鏡,智慧門市會員方案,86.9,143.0,2881.0,9210.0,1.124,49.4,1,484,True
2025-03-01,寶島眼鏡,智慧門市會員方案,78.3,98.0,2804.0,7012.0,1.086,36.8,0,412,True
2025-04-01,寶島眼鏡,智慧門市會員方案,79.1,145.0,2774.0,7074.0,1.078,55.0,0,417,True
2025-05-01,寶島眼鏡,智慧門市會員方案,93.2,130.0,2924.0,9620.0,1.1,33.8,0,416,True
2025-06-01,寶島眼鏡,智慧門市會員方案,71.5,113.0,2550.0,6337.0,1.149,45.8,0,429,True
2025-07-01,寶島眼鏡,智慧門市會員方案,69.4,147.0,2607.0,9274.0,1.08,36.8,1,485,True
2025-08-01,寶島眼鏡,智慧門市會員方案,87.5,79.0,2867.0,8437.0,1.052,42.0,1,435,True
2025-09-01,寶島眼鏡,智慧門市會員方案,51.1,58.0,1960.0,7736.0,1.059,47.5,0,427,True
2025-10-01,寶島眼鏡,智慧門市會員方案,70.7,72.0,2555.0,6670.0,1.084,51.6,0,440,True
2025-11-01,寶島眼鏡,智慧門市會員方案,67.0,73.0,2335.0,6280.0,1.131,41.3,0,414,True
2025-12-01,寶島眼鏡,智慧門市會員方案,81.5,94.0,2624.0,7859.0,1.158,55.5,1,427,True
