month,company,offer_id,offer,category,channel,units_sold,capacity_units,price,unit_cost,repeat_rate,satisfaction,growth_rate,lead_time_days,is_service,is_synthetic
2025-07-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,60,100,1062,361,0.211,3.66,-0.01,10,1,True
2025-08-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,54,84,1062,361,0.296,3.3,-0.064,7,1,True
2025-09-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,43,63,1062,361,0.222,3.69,-0.08,10,1,True
2025-10-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,52,85,1062,361,0.264,3.35,-0.03,11,1,True
2025-11-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,38,57,1062,361,0.258,3.51,-0.063,11,1,True
2025-12-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,41,71,1062,361,0.27,3.52,-0.112,9,1,True
2025-01-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,61,84,1203,481,0.318,3.73,-0.02,14,1,True
2025-02-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,75,129,1203,481,0.301,3.74,-0.026,14,1,True
2025-03-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,64,100,1203,481,0.316,3.44,0.008,14,1,True
2025-04-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,74,109,1203,481,0.312,3.84,0.047,12,1,True
2025-05-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,76,103,1203,481,0.279,3.77,-0.022,15,1,True
2025-06-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,55,72,1203,481,0.345,3.51,-0.017,11,1,True
2025-07-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,70,101,1203,481,0.329,3.68,-0.01,14,1,True
2025-08-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,64,97,1203,481,0.278,3.68,0.007,15,1,True
2025-09-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,45,65,1203,481,0.3,3.58,-0.037,15,1,True
2025-10-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,59,79,1203,481,0.291,3.59,-0.02,14,1,True
2025-11-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,47,65,1203,481,0.301,3.83,0.005,15,1,True
2025-12-01,雜草町,D2-01-18,羊毛氈課程-方案5,羊毛氈課程,門市,57,85,1203,481,0.31,3.68,-0.017,11,1,True
2025-01-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,61,89,1344,618,0.406,3.69,0.077,19,1,True
2025-02-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,82,111,1344,618,0.392,3.94,0.046,17,1,True
2025-03-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,71,91,1344,618,0.392,3.85,0.072,15,1,True
2025-04-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,75,108,1344,618,0.342,4.28,0.047,15,1,True
2025-05-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,81,118,1344,618,0.33,4.0,0.011,18,1,True
2025-06-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,73,104,1344,618,0.358,4.14,0.064,17,1,True
2025-07-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,70,98,1344,618,0.414,3.51,0.046,17,1,True
2025-08-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,67,92,1344,618,0.375,3.73,0.02,19,1,True
2025-09-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,56,76,1344,618,0.347,3.9,0.026,17,1,True
2025-10-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,57,71,1344,618,0.351,4.02,0.125,15,1,True
2025-11-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,44,61,1344,618,0.386,4.03,0.03,16,1,True
2025-12-01,雜草町,D2-01-19,金工入門-方案5,金工入門,活動,72,97,1344,618,0.312,3.81,0.046,17,1,True
2025-01-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,96,125,1485,772,0.464,3.82,0.082,22,1,True
2025-02-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,111,140,1485,772,0.428,4.36,0.113,23,1,True
2025-03-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,104,139,1485,772,0.445,3.94,0.053,19,1,True
2025-04-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,106,122,1485,772,0.483,4.25,0.112,19,1,True
2025-05-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,114,153,1485,772,0.434,3.94,0.079,19,1,True
2025-06-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,97,115,1485,772,0.484,3.86,0.049,20,1,True
2025-07-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,108,129,1485,772,0.425,4.21,0.108,22,1,True
2025-08-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,101,129,1485,772,0.454,4.34,0.066,21,1,True
2025-09-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,90,111,1485,772,0.448,4.12,0.092,23,1,True
2025-10-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,86,101,1485,772,0.461,3.84,0.147,19,1,True
2025-11-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,79,107,1485,772,0.422,3.8,0.063,23,1,True
2025-12-01,雜草町,D2-01-20,老宅夜間工藝-方案5,老宅夜間工藝,會員,106,135,1485,772,0.469,4.45,0.078,23,1,True
