date,company,offer,channel,segment,price,base_price,discount_rate,marketing_spend,competitor_price_index,holiday_flag,units_sold,unit_cost,fixed_cost,is_synthetic
2025-01-13,寶島眼鏡,機能鏡片,store,親子,4170.42,4576.0,0.089,57570.75,0.924,0,326,2089.87,114400.0,True
2025-01-20,寶島眼鏡,親子視覺健康,event,親子,4841.22,5408.0,0.105,65537.86,0.893,0,345,2411.96,135200.0,True
2025-01-27,寶島眼鏡,智慧門市會員方案,member,親子,5038.48,6240.0,0.193,82095.14,0.916,0,436,2629.27,156000.0,True
2025-02-03,寶島眼鏡,日常鏡框,online,年輕族群,3744.0,3744.0,0.0,41116.57,0.904,1,263,1565.61,93600.0,True
2025-02-10,寶島眼鏡,機能鏡片,store,年輕族群,3967.84,4576.0,0.133,45871.57,0.966,1,331,1924.97,114400.0,True
2025-02-17,寶島眼鏡,親子視覺健康,event,年輕族群,5408.0,5408.0,0.0,51701.84,0.836,1,306,2369.02,135200.0,True
2025-02-24,寶島眼鏡,智慧門市會員方案,member,年輕族群,6188.69,6240.0,0.008,84817.56,1.006,1,410,2654.86,156000.0,True
2025-03-03,寶島眼鏡,日常鏡框,online,新客,3397.63,3744.0,0.093,23816.03,0.908,0,191,1546.67,93600.0,True
2025-03-10,寶島眼鏡,機能鏡片,store,新客,4069.99,4576.0,0.111,57250.94,0.829,0,307,1907.5,114400.0,True
2025-03-17,寶島眼鏡,親子視覺健康,event,新客,4677.55,5408.0,0.135,61949.64,0.945,0,337,2328.72,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,新客,6240.0,6240.0,0.0,77450.27,0.9,0,337,2761.47,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,熟客,3011.36,3744.0,0.196,33830.98,0.961,0,260,1629.58,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,熟客,3666.52,4576.0,0.199,,0.94,0,339,1938.43,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,熟客,5169.91,5408.0,0.044,78675.09,0.873,0,365,2318.68,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,熟客,5590.94,6240.0,0.104,79715.67,1.061,0,388,2737.01,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,親子,3449.46,3744.0,0.079,32766.71,0.891,0,245,1596.26,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,親子,4425.08,4576.0,0.033,51554.01,1.06,0,287,2064.91,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,親子,4586.05,5408.0,0.152,61990.67,1.03,0,336,2291.88,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,親子,5348.72,6240.0,0.143,76801.53,0.801,0,394,2709.97,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,年輕族群,3744.0,3744.0,0.0,35938.76,1.087,0,233,1576.28,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,年輕族群,4249.28,4576.0,0.071,44861.61,0.928,0,278,1953.44,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,年輕族群,4618.84,5408.0,0.146,74176.85,0.815,0,409,2326.7,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,年輕族群,5630.25,6240.0,0.098,82695.41,1.032,0,412,2715.9,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,新客,3245.49,3744.0,0.133,39490.43,0.924,0,269,1614.66,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,新客,4295.72,4576.0,0.061,51906.75,0.916,0,281,1853.96,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,新客,5121.53,5408.0,0.053,63196.88,0.997,1,362,2296.23,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,新客,6148.74,6240.0,0.015,84283.86,1.066,1,385,2707.34,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,熟客,3744.0,3744.0,0.0,29211.55,1.014,1,194,1609.08,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,熟客,3922.37,4576.0,0.143,51174.41,0.936,1,309,2004.84,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,熟客,4584.92,5408.0,0.152,62078.5,0.961,1,369,2317.42,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,熟客,4981.61,6240.0,0.202,90991.31,0.949,1,506,2717.08,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,親子,3588.69,3744.0,0.041,37494.93,1.053,1,277,1598.36,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,親子,4367.32,4576.0,0.046,59213.57,0.957,1,313,1936.03,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,親子,4810.24,5408.0,0.111,67593.01,0.874,0,351,2356.01,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,親子,5288.65,6240.0,0.152,77748.22,0.989,0,392,2702.22,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,年輕族群,3121.27,3744.0,0.166,17781.45,0.884,0,221,1595.13,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,年輕族群,4291.32,4576.0,0.062,43223.02,1.0,0,270,1902.02,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,年輕族群,5171.27,5408.0,0.044,59491.08,1.151,0,281,2384.27,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,年輕族群,5257.38,6240.0,0.157,69495.16,0.984,0,383,2484.28,156000.0,True
