month,company,offer_id,offer,category,channel,units_sold,capacity_units,price,unit_cost,repeat_rate,satisfaction,growth_rate,lead_time_days,is_service,is_synthetic
2025-11-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,76,94,110,51,0.441,3.67,0.133,20,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,102,131,110,51,0.487,4.16,0.086,22,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,28,53,68,36,0.166,3.43,-0.072,6,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,31,61,68,36,0.16,3.57,-0.03,6,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,40,72,68,36,0.16,3.66,-0.13,4,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,43,73,68,36,0.068,3.44,-0.105,4,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,29,48,68,36,0.201,3.78,-0.098,4,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,30,53,68,36,0.135,3.28,-0.097,7,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,44,89,68,36,0.236,3.62,-0.078,5,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,40,71,68,36,0.145,3.55,-0.117,4,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,30,61,68,36,0.137,3.38,-0.061,4,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,24,44,68,36,0.19,3.06,0.006,5,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,30,52,68,36,0.191,3.54,-0.051,7,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-16,跨界聯名禮盒-方案4,跨界聯名禮盒,會員,24,43,68,36,0.164,3.13,-0.059,3,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,44,64,79,27,0.212,3.64,-0.072,9,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,65,103,79,27,0.25,3.81,-0.038,9,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,58,101,79,27,0.226,3.18,-0.024,8,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,70,106,79,27,0.244,3.56,0.014,7,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,73,128,79,27,0.288,3.63,-0.001,10,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,63,109,79,27,0.264,3.47,-0.019,11,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,56,87,79,27,0.236,3.85,-0.041,11,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,59,101,79,27,0.192,3.53,0.026,8,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,33,54,79,27,0.297,3.65,-0.088,7,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,53,85,79,27,0.199,3.75,0.028,9,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,48,71,79,27,0.22,3.53,0.062,9,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-17,經典小泡芙-方案5,經典小泡芙,線上,52,77,79,27,0.256,3.79,0.015,10,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,53,72,89,36,0.23,3.81,-0.045,11,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,69,99,89,36,0.305,3.95,0.003,15,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,62,84,89,36,0.301,3.61,0.026,14,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,72,108,89,36,0.282,3.75,0.012,12,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,68,94,89,36,0.294,3.58,0.037,15,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,67,101,89,36,0.319,3.79,-0.025,12,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,59,83,89,36,0.318,3.91,-0.03,13,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,62,84,89,36,0.353,3.63,0.045,14,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,43,61,89,36,0.354,3.91,0.002,15,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,51,76,89,36,0.281,4.01,-0.01,14,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,56,77,89,36,0.322,3.92,0.042,15,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-18,限定風味小泡芙-方案5,限定風味小泡芙,門市,66,98,89,36,0.346,3.83,-0.017,12,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,78,100,100,46,0.375,3.76,0.019,16,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,94,119,100,46,0.323,3.92,0.005,19,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,88,112,100,46,0.384,4.03,-0.034,16,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,91,128,100,46,,3.77,0.047,15,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,90,119,100,46,0.314,3.9,-0.011,15,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,91,117,100,46,0.353,4.1,0.042,17,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,89,119,100,46,0.327,3.83,-0.007,17,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,86,113,100,46,0.325,4.16,0.022,19,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,80,109,100,46,0.343,3.91,0.057,16,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,63,79,100,46,0.325,3.83,0.058,16,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,69,84,100,46,0.373,4.05,0.018,17,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-19,分享派對包-方案5,分享派對包,活動,86,114,100,46,0.368,4.01,0.067,16,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,98,118,110,57,0.447,3.83,0.049,19,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,113,134,110,57,0.493,4.34,0.105,19,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,98,120,110,57,0.424,4.08,0.076,23,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,99,124,110,57,0.491,4.3,0.083,23,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,102,124,110,57,0.445,3.99,0.057,20,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,101,123,110,57,0.518,3.98,0.08,23,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,93,119,110,57,0.433,3.94,0.065,20,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,98,116,110,57,0.392,4.02,0.071,20,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,82,101,110,57,0.466,3.87,0.063,22,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,84,104,110,57,0.513,3.98,0.055,23,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,81,96,110,57,0.446,4.15,0.076,21,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-20,跨界聯名禮盒-方案5,跨界聯名禮盒,會員,96,108,110,57,0.426,4.03,0.049,22,0,True
